NAMESPACE            LAST SEEN   TYPE      REASON                         OBJECT                                                  MESSAGE
ai-platform          15m         Normal    Pulled                         pod/thesis-bench-5v4jx                                  Container image "thesis-bench:0.5.4" already present on machine and can be accessed by the pod
ai-platform          15m         Normal    Created                        pod/thesis-bench-5v4jx                                  Container created
ai-platform          15m         Normal    Started                        pod/thesis-bench-5v4jx                                  Container started
ai-platform          15m         Normal    Completed                      job/thesis-bench                                        Job completed
ai-platform          45s         Warning   FailedCreate                   replicaset/governance-operator-66689dcddb               Error creating: Internal error occurred: failed calling webhook "confidential-pod-validation.aiops.imperium.io": failed to call webhook: Post "https://governance-operator-webhook.ai-platform.svc:443/validate-v1-pod?timeout=5s": dial tcp 10.96.232.101:443: connect: connection refused
ai-platform          3m30s       Normal    ScalingReplicaSet              deployment/governance-operator                          Scaled up replica set governance-operator-66689dcddb from 0 to 1
ai-platform          7s          Normal    SuccessfulCreate               replicaset/governance-operator-6b4595bc56               Created pod: governance-operator-6b4595bc56-ppczz
ai-platform          7s          Normal    Scheduled                      pod/governance-operator-6b4595bc56-ppczz                Successfully assigned ai-platform/governance-operator-6b4595bc56-ppczz to ai-platform-control-plane
ai-platform          7s          Normal    ScalingReplicaSet              deployment/governance-operator                          Scaled up replica set governance-operator-6b4595bc56 from 0 to 1
ai-platform          7s          Normal    ScalingReplicaSet              deployment/governance-operator                          Scaled down replica set governance-operator-66689dcddb from 1 to 0
ai-platform          6s          Normal    Created                        pod/governance-operator-6b4595bc56-ppczz                Container created
ai-platform          6s          Normal    Pulled                         pod/governance-operator-6b4595bc56-ppczz                Container image "controller:0.5.4" already present on machine and can be accessed by the pod
ai-platform          5s          Normal    Started                        pod/governance-operator-6b4595bc56-ppczz                Container started
